"","diaLONG","diaLAT","dianear","dia_country","diayeardisc","DIAINFO","RESINFO"
"1",0.5,26.63,1,"Algeria",1957,"S","alluvial"
"2",0.65,26.6,2,"Algeria",1957,"S","alluvial"
"3",18,-8.77,3,"Angola",NA,"S","alluvial"
"4",20.82,-7.35,4,"Angola",NA,"S","alluvial"
"5",21.37,-7.7,6,"Angola",NA,"S","alluvial"
"6",20.75,-8.42,7,"Angola",NA,"S","alluvial"
"7",20.55,-8.44,8,"Angola",NA,"S","kimberlite; secondary"
"8",20.82,-11.3,9,"Angola",NA,"S","alluvial"
"9",20.38,-9.12,10,"Angola",NA,"S","alluvial"
"10",20.43,-9,11,"Angola",NA,"S","alluvial"
"11",18,-9,12,"Angola",1946,"S","alluvial"
"12",18.05,-9.12,13,"Angola",NA,"S","alluvial"
"13",20.5,-8.08,14,"Angola",1946,"S","alluvial"
"14",20.75,-8.42,15,"Angola",NA,"S","alluvial"
"15",17.83,-8.52,16,"Angola",NA,"S","alluvial"
"16",21.45,-14.1,17,"Angola",NA,"S","alluvial"
"17",21.22,-9.9,19,"Angola",NA,"S","alluvial"
"18",17.77,-13.5,22,"Angola",NA,"S","alluvial"
"19",20.82,-7.35,23,"Angola",NA,"S","alluvial"
"20",15.73,-6.38,24,"Angola",NA,"S","alluvial"
"21",20.57,-8.57,29,"Angola",NA,"S","alluvial"
"22",21.31,-7.78,30,"Angola",NA,"S","alluvial"
"23",21,-7.59,31,"Angola",NA,"S","alluvial"
"24",21.46,-7.77,32,"Angola",NA,"S","alluvial"
"25",20.78,-8.31,33,"Angola",NA,"S","alluvial"
"26",20.71,-8.23,34,"Angola",NA,"S","alluvial"
"27",15.74,-12.78,35,"Angola",NA,"S","alluvial"
"28",16.7,-11.48,36,"Angola",NA,"S","alluvial"
"29",20.4,-9.65,37,"Angola",NA,"S","alluvial"
"30",20.25,-15.8,38,"Angola",NA,"S","alluvial"
"31",16.97,-11.47,39,"Angola",NA,"S","alluvial"
"32",19.33,-17.33,40,"Angola",NA,"S","alluvial"
"33",20.17,-7.33,41,"Angola",NA,"S","alluvial"
"34",21,-8,42,"Angola",1946,"S","alluvial"
"35",17.08,-9.27,43,"Angola",NA,"S","alluvial"
"36",17.22,-8.37,44,"Angola",NA,"S","alluvial"
"37",20.58,-9.67,45,"Angola",NA,"S","alluvial"
"38",21.07,-7.93,46,"Angola",NA,"S","alluvial"
"39",20.8,-12.43,47,"Angola",NA,"S","alluvial"
"40",18.63,-9.83,48,"Angola",NA,"S","alluvial"
"41",18.7,-9.32,49,"Angola",NA,"S","alluvial"
"42",0,0,50,"Angola",NA,"S","alluvial"
"43",15.74,-12.78,51,"Angola",NA,"S","alluvial"
"44",16.32,-9.51,52,"Angola",NA,"S","alluvial"
"45",16.22,-8.62,53,"Angola",NA,"S","alluvial"
"46",0,0,54,"Angola",NA,"S","alluvial"
"47",128.58,-16.64,55,"Australia",1982,"S","alluvial"
"48",150.42,-29.75,56,"Australia",1946,"S","alluvial; kimberlite pipe target"
"49",151.03,-29.92,57,"Australia",1946,"S","alluvial"
"50",149.11,-32.63,58,"Australia",1946,"S","alluvial"
"51",150.05,-33.11,59,"Australia",1946,"S","alluvial"
"52",146.72,-36.37,60,"Australia",1946,"S","alluvial"
"53",138.8,-35.1,61,"Australia",1946,"S","secondary"
"54",128.4,-16.73,63,"Australia",1979,"S","alluvial"
"55",128.4,-16.68,64,"Australia",1979,"S","alluvial"
"56",128.39,-16.7,65,"Australia",1979,"S","alluvial"
"57",124.71,-17.55,66,"Australia",1976,"S","primary; secondary"
"58",136.35,-16.83,72,"Australia",1990,"S","primary; secondary"
"59",126.13,-16.9,88,"Australia",1988,"S","kimberlite; some alluvial"
"60",127.27,-14.31,91,"Australia",NA,"S","kimberlite; secondary"
"61",127.38,-14.44,93,"Australia",1992,"S","primary pipe with alluvials"
"62",124.71,-17.55,94,"Australia",NA,"S","alluvial"
"63",151.32,-30.08,108,"Australia",NA,"S","secondary"
"64",147.71,-23.42,109,"Australia",NA,"U","probable secondary"
"65",143.99,-17.97,110,"Australia",NA,"U","probable secondary"
"66",141.77,-37.27,111,"Australia",NA,"U","probable secondary"
"67",149.5,-32.48,112,"Australia",NA,"S","secondary"
"68",149.4,-32.37,113,"Australia",NA,"U","probable secondary"
"69",149.26,-34.4,114,"Australia",NA,"S","secondary"
"70",149.72,-32.43,115,"Australia",1946,"S","alluvial"
"71",149.45,-32.35,116,"Australia",NA,"U","probable secondary"
"72",149.4,-33.04,117,"Australia",NA,"U","probable secondary"
"73",149.59,-33.04,118,"Australia",NA,"U","probable secondary"
"74",120.08,-21.88,120,"Australia",1946,"S","alluvial"
"75",149.27,-32.62,121,"Australia",1946,"S","alluvial"
"76",-67.58,-14.6,123,"Bolivia",NA,"S","alluvial"
"77",-67.4,-13.53,124,"Bolivia",NA,"S","alluvial"
"78",-67.35,-13.5,125,"Bolivia",NA,"S","alluvial"
"79",-67.5,-14.52,126,"Bolivia",1946,"S","alluvial"
"80",-59.25,-11.75,136,"Brazil",NA,"S","alluvial"
"81",-56.68,-13.73,137,"Brazil",1946,"S","secondary"
"82",-52.88,-18.53,138,"Brazil",1946,"S","alluvial"
"83",-53.97,-13.55,139,"Brazil",NA,"S","secondary"
"84",-54.1,-13.82,140,"Brazil",NA,"S","secondary"
"85",-53.62,-15.85,141,"Brazil",NA,"S","secondary"
"86",-52.52,-16.17,142,"Brazil",1946,"S","secondary"
"87",-55.28,-15.1,143,"Brazil",1946,"S","secondary"
"88",-55.63,-15.28,144,"Brazil",1946,"S","secondary"
"89",-56.03,-14.67,145,"Brazil",1946,"S","secondary"
"90",-56.73,-14.63,146,"Brazil",NA,"S","secondary"
"91",-54.88,-14.93,147,"Brazil",NA,"S","secondary"
"92",-56.42,-14.9,148,"Brazil",NA,"S","secondary"
"93",-54.03,-17.08,149,"Brazil",NA,"S","secondary"
"94",-54.8,-14.32,150,"Brazil",NA,"S","secondary"
"95",-53.75,-16.33,151,"Brazil",1946,"S","secondary"
"96",-52.75,-15.87,152,"Brazil",1946,"S","secondary"
"97",-54.27,-18.58,153,"Brazil",NA,"S","secondary"
"98",-52.8,-16.65,154,"Brazil",1946,"S","secondary"
"99",-54.15,-13.7,155,"Brazil",NA,"S","secondary"
"100",-57.08,-14.4,156,"Brazil",NA,"S","secondary"
"101",-53.6,-15.75,157,"Brazil",NA,"S","secondary"
"102",-54.18,-14.03,158,"Brazil",NA,"S","secondary"
"103",-56.83,-14.03,159,"Brazil",NA,"S","secondary"
"104",-54.47,-15.85,160,"Brazil",NA,"S","alluvial"
"105",-56.8,-14.42,161,"Brazil",NA,"S","alluvial"
"106",-55.75,-15.43,162,"Brazil",NA,"S","secondary"
"107",-54.38,-15.83,163,"Brazil",1946,"S","secondary"
"108",-52.25,-15.88,164,"Brazil",1946,"S","secondary"
"109",-53.53,-16.93,165,"Brazil",1946,"S","secondary"
"110",-55.03,-16.53,166,"Brazil",NA,"S","alluvial"
"111",-56.73,-17.3,167,"Brazil",NA,"S","alluvial"
"112",-54.42,-16.25,168,"Brazil",NA,"S","alluvial"
"113",-53.57,-16.07,169,"Brazil",NA,"S","alluvial"
"114",-53.75,-16.35,170,"Brazil",NA,"S","alluvial"
"115",0,0,171,"Brazil",NA,"S","alluvial"
"116",-53.52,-16.38,172,"Brazil",NA,"S","alluvial"
"117",-54.7,-15.93,173,"Brazil",NA,"S","alluvial"
"118",0,0,174,"Brazil",NA,"S","alluvial"
"119",0,0,175,"Brazil",NA,"S","alluvial"
"120",-56.5,-14.5,176,"Brazil",NA,"S","alluvial"
"121",-53.22,-16.75,177,"Brazil",NA,"S","alluvial"
"122",-50.43,-14.33,178,"Brazil",NA,"S","alluvial"
"123",-56.83,-14.47,179,"Brazil",NA,"S","alluvial"
"124",-56.78,-14.45,180,"Brazil",NA,"S","alluvial"
"125",-56.97,-14.47,181,"Brazil",NA,"S","alluvial"
"126",-56.38,-14.52,182,"Brazil",NA,"S","alluvial"
"127",-54.22,-14.43,183,"Brazil",1964,"S","alluvial"
"128",-53.37,-13.92,184,"Brazil",NA,"S","alluvial"
"129",-56.98,-14.52,185,"Brazil",NA,"S","alluvial"
"130",-54.55,-18.73,186,"Brazil",1946,"S","secondary"
"131",-56.83,-19.73,187,"Brazil",NA,"S","alluvial"
"132",-54.55,-21.8,188,"Brazil",NA,"S","alluvial"
"133",-47.43,-18.45,189,"Brazil",1946,"S","alluvial"
"134",-54.92,-20.62,190,"Brazil",NA,"S","alluvial"
"135",-54.62,-18.03,191,"Brazil",NA,"S","alluvial"
"136",-54.78,-19.77,192,"Brazil",NA,"S","alluvial"
"137",-54.02,-21.87,193,"Brazil",NA,"S","alluvial"
"138",-54.6,-18.37,194,"Brazil",NA,"S","alluvial"
"139",-55.87,-20.5,195,"Brazil",NA,"S","alluvial"
"140",-54.53,-17.93,196,"Brazil",NA,"S","alluvial"
"141",-54.43,-17.7,197,"Brazil",NA,"S","alluvial"
"142",-54.82,-18.68,198,"Brazil",1946,"S","secondary"
"143",-54.82,-18.87,199,"Brazil",1946,"S","secondary"
"144",-54.47,-18.28,200,"Brazil",1946,"S","secondary"
"145",-54.62,-18.3,201,"Brazil",1946,"S","secondary"
"146",-53.7,-17.9,202,"Brazil",1946,"S","secondary"
"147",-42.25,-12.5,203,"Brazil",1946,"S","alluvial"
"148",-41.07,-13.62,204,"Brazil",1946,"S","secondary"
"149",-40.03,-14.2,205,"Brazil",1946,"S","secondary"
"150",-40.13,-12.45,206,"Brazil",1946,"S","secondary"
"151",-42.3,-14.63,207,"Brazil",1946,"S","secondary"
"152",-42.67,-11.3,208,"Brazil",1946,"S","secondary"
"153",-43.7,-14.17,209,"Brazil",1946,"S","secondary"
"154",-41.38,-12.57,210,"Brazil",1946,"S","secondary"
"155",-41.15,-11.55,211,"Brazil",1946,"S","alluvial"
"156",-41.1,-11.58,212,"Brazil",NA,"S","secondary"
"157",-41.35,-12.95,213,"Brazil",1946,"S","alluvial"
"158",-38.33,-8.93,214,"Brazil",NA,"S","alluvial"
"159",-42.73,-11.1,215,"Brazil",1946,"S","alluvial"
"160",-47.4,-18.27,216,"Brazil",NA,"S","secondary"
"161",-42.73,-11.08,217,"Brazil",NA,"S","secondary"
"162",-43.6,-18.25,218,"Brazil",1946,"S","alluvial"
"163",-43.6,-18.25,219,"Brazil",1946,"S","alluvial"
"164",-43.53,-18.3,220,"Brazil",1946,"S","secondary"
"165",-43.6,-18.3,221,"Brazil",1946,"S","secondary"
"166",-43.73,-18.2,222,"Brazil",1946,"S","secondary"
"167",-43.72,-18.1,223,"Brazil",NA,"S","secondary"
"168",-43.67,-18.42,224,"Brazil",1946,"S","secondary"
"169",-43.7,-18.25,225,"Brazil",1946,"S","secondary"
"170",-43.6,-18.12,226,"Brazil",1946,"S","secondary"
"171",-43.78,-18.08,227,"Brazil",1946,"S","secondary"
"172",-43.78,-18.08,228,"Brazil",1946,"S","secondary"
"173",-43.67,-17.67,229,"Brazil",1946,"S","alluvial"
"174",-43.45,-19.85,230,"Brazil",NA,"S","alluvial"
"175",-42.67,-16.67,231,"Brazil",1946,"S","alluvial"
"176",-45.57,-17.3,232,"Brazil",1946,"S","alluvial"
"177",-47.85,-19.36,233,"Brazil",1946,"S","alluvial"
"178",-47.17,-18.5,234,"Brazil",1946,"S","alluvial"
"179",-46.97,-18.4,235,"Brazil",1946,"S","alluvial"
"180",-47.2,-18.63,236,"Brazil",1946,"S","alluvial"
"181",-47.22,-18.47,237,"Brazil",NA,"S","alluvial"
"182",-47.17,-18.5,238,"Brazil",1946,"S","alluvial"
"183",-47.13,-18.62,239,"Brazil",1946,"S","alluvial"
"184",-47.7,-18.77,240,"Brazil",1946,"S","secondary"
"185",-43.78,-18.63,241,"Brazil",1946,"S","alluvial"
"186",-47.93,-18.5,242,"Brazil",1946,"S","alluvial"
"187",-46.03,-18.93,243,"Brazil",1946,"S","alluvial"
"188",-43.8,-18.4,244,"Brazil",NA,"S","secondary"
"189",-47,-21.58,245,"Brazil",1946,"S","secondary"
"190",-43.5,-18.53,246,"Brazil",1946,"S","secondary"
"191",-56.05,-14.85,247,"Brazil",1946,"S","secondary"
"192",-43.55,-17.93,248,"Brazil",NA,"S","secondary"
"193",-51.23,-16.9,249,"Brazil",1946,"S","secondary"
"194",-50.47,-18.83,250,"Brazil",NA,"S","secondary"
"195",-43.47,-18.13,251,"Brazil",NA,"S","secondary"
"196",-43.6,-18.67,252,"Brazil",NA,"S","secondary"
"197",-43.45,-17.83,253,"Brazil",NA,"S","secondary"
"198",-43.47,-18.65,254,"Brazil",NA,"S","secondary"
"199",-47.5,-19.92,255,"Brazil",NA,"S","secondary"
"200",-47.97,-19.72,256,"Brazil",NA,"S","secondary"
"201",-45.97,-19,257,"Brazil",1946,"S","secondary"
"202",-47.63,-18.88,258,"Brazil",1946,"S","secondary"
"203",-43.47,-19.93,259,"Brazil",NA,"S","secondary"
"204",-47.33,-18.08,260,"Brazil",NA,"S","secondary"
"205",-46.4,-20.43,261,"Brazil",NA,"S","secondary"
"206",-47.33,-20.4,262,"Brazil",NA,"S","secondary"
"207",-44.47,-17.25,263,"Brazil",1946,"S","alluvial"
"208",-42.73,-15.65,264,"Brazil",1946,"S","alluvial"
"209",-43.03,-15.73,265,"Brazil",1946,"S","alluvial"
"210",-43.3,-17.07,266,"Brazil",1946,"S","alluvial"
"211",-42.65,-19,267,"Brazil",1946,"S","alluvial"
"212",-43.6,-19.68,268,"Brazil",1946,"S","alluvial"
"213",-44.52,-22.06,269,"Brazil",1946,"S","alluvial"
"214",-46.85,-20.33,270,"Brazil",1946,"S","alluvial"
"215",-46.37,-20.33,271,"Brazil",1946,"S","alluvial"
"216",-46.53,-19.48,272,"Brazil",1946,"S","alluvial"
"217",-45.48,-16.66,273,"Brazil",1946,"S","alluvial"
"218",-43.87,-17.3,274,"Brazil",1946,"S","alluvial"
"219",-46.35,-18.98,275,"Brazil",NA,"S","alluvial"
"220",-47.73,-18.5,276,"Brazil",NA,"S","secondary"
"221",-47.87,-18.57,277,"Brazil",NA,"S","secondary"
"222",-48.7,-18.58,278,"Brazil",1946,"S","secondary"
"223",-47.48,-18.72,279,"Brazil",1946,"S","secondary"
"224",-49.47,-18.97,280,"Brazil",1946,"S","secondary"
"225",-46.52,-18.59,281,"Brazil",NA,"S","secondary"
"226",-47.57,-18.85,282,"Brazil",1946,"S","secondary"
"227",-47.77,-18.57,283,"Brazil",1946,"S","secondary"
"228",-48.28,-10.9,284,"Brazil",1946,"S","secondary"
"229",-48.87,-5.28,285,"Brazil",1946,"S","secondary"
"230",-48.5,-5.33,286,"Brazil",1946,"S","secondary"
"231",-48.3,-1.32,287,"Brazil",NA,"S","secondary"
"232",-47.5,-7.35,288,"Brazil",NA,"S","alluvial"
"233",-47.88,-6.88,289,"Brazil",NA,"S","alluvial"
"234",0,0,290,"Brazil",NA,"S","alluvial"
"235",-48.37,-9.65,291,"Brazil",NA,"S","alluvial"
"236",-48.63,-8.63,292,"Brazil",NA,"S","alluvial"
"237",-48.4,-10.25,293,"Brazil",NA,"S","alluvial"
"238",-47.27,-11.4,294,"Brazil",NA,"S","alluvial"
"239",0,0,295,"Brazil",NA,"S","alluvial"
"240",-47.6,-10,296,"Brazil",NA,"S","secondary"
"241",-47.22,-10.38,297,"Brazil",NA,"S","secondary"
"242",-48.35,-9.22,298,"Brazil",NA,"S","secondary"
"243",-48.35,-9.77,299,"Brazil",NA,"S","secondary"
"244",0,0,300,"Brazil",NA,"S","alluvial"
"245",-57,-14.5,301,"Brazil",NA,"S","secondary"
"246",-49,-20,302,"Brazil",1946,"S","alluvial"
"247",-47.4,-20.53,303,"Brazil",1946,"S","secondary"
"248",-47.28,-20.63,304,"Brazil",NA,"S","secondary"
"249",0,0,305,"Brazil",NA,"S","alluvial"
"250",-49.7,-23.17,306,"Brazil",NA,"S","alluvial"
